timestamp,return
2016-04-28,-0.02548872564289592
2016-04-29,-0.007143786465550086
2016-05-02,0.007752392841639229
2016-05-03,-0.01945666581926757
2016-05-04,0.019052208007294232
2016-05-05,0.004930751233249903
2016-05-06,0.011003834848957358
2016-05-09,-0.006891579522500305
2016-05-10,0.01058587423659398
2016-05-11,0.013834071622359565
2016-05-12,0.003216928328123239
2016-05-13,0.0032361766432692104
2016-05-16,0.003690575881228568
2016-05-17,-0.010543375382011881
2016-05-18,-0.0015796599163327486
2016-05-19,-0.001642475214002062
2016-05-20,0.005121154907805865
2016-05-23,0.012957610439360502
2016-05-24,-0.012973631053313363
2016-05-25,-0.0012963470067754361
2016-05-26,0.019122908308479344
2016-05-27,-0.009049358880948832
2016-05-30,-0.010030949571076048
2016-05-31,0.0028305947340473564
2016-06-01,0.01097582821657622
2016-06-02,0.00042182148936660644
2016-06-03,0.01716679098656942
2016-06-06,0.011133892958056208
2016-06-07,0.010943157146483867
2016-06-08,0.007285399711386712
2016-06-09,0.03004598783440971
2016-06-10,-0.0023043575177050793
2016-06-13,-0.02465520064390828
2016-06-14,0.020700832668793048
2016-06-15,-0.005473657892422407
2016-06-16,0.001638284187103234
2016-06-17,0.016918082318003357
2016-06-20,-0.019711923726909792
2016-06-21,-0.015372118934079585
2016-06-22,-0.01969979948450186
2016-06-23,-0.00968024075304402
2016-06-24,0.005833628238808403
2016-06-27,0.0069056587344896525
2016-06-28,0.0037655772576580715
2016-06-29,-0.017368792872308955
2016-06-30,-0.028415261847107628
2016-07-01,0.0009630319812073217
2016-07-04,-0.005650020006429952
2016-07-05,0.006083926740213025
2016-07-06,0.009163290583204892
2016-07-07,0.00202149659690365
2016-07-08,0.009903270211271088
2016-07-11,0.0031705853287120936
2016-07-12,0.006980214341846359
2016-07-13,-0.008563393842117536
2016-07-14,-0.001983144334890825
2016-07-15,0.0027607274788104584
2016-07-18,0.010672009185283238
2016-07-19,-0.004671947139871443
2016-07-20,0.006867340960857124
2016-07-21,-0.0030667640822266647
2016-07-22,-0.0012023908314426571
2016-07-25,0.010786494735656803
2016-07-26,-0.02452663370780831
2016-07-27,-0.015928023487122744
2016-07-28,-0.018227829525381677
2016-07-29,-0.0287030330891733
2016-08-01,-0.00823346852182004
2016-08-02,0.009767147620956883
2016-08-03,-0.0033059473327718197
2016-08-04,0.0027735377805521316
2016-08-05,0.014099095938097406
2016-08-08,0.017150459486476248
2016-08-09,-0.0005931023694449446
2016-08-10,0.017482415562371758
2016-08-11,0.0014394997066346006
2016-08-12,-0.010219866558245083
2016-08-15,-0.0071850263268429995
2016-08-16,-0.018207433898596217
2016-08-17,-0.010852341282537314
2016-08-18,-0.004223862774352807
2016-08-19,0.010456286567691472
2016-08-22,0.02220027900925596
2016-08-23,-0.016990085318603337
2016-08-24,0.0052406227946701495
2016-08-25,-0.01274986636853385
2016-08-26,0.0062780234559942135
2016-08-29,-0.0013728155977533259
2016-08-30,-0.02253174868783422
2016-08-31,0.012045186798388055
2016-09-01,-0.007317609558317681
2016-09-02,-0.006427984699408996
2016-09-05,-0.01311310023240693
2016-09-06,-0.007933776780285172
2016-09-07,0.005684787856461235
2016-09-08,-0.002104259742700995
2016-09-09,0.004428305665235468
2016-09-12,0.004849284565266972
2016-09-13,0.017060445797413063
2016-09-14,-0.004032768035316783
2016-09-15,-0.018161928526584156
2016-09-16,0.013818116545492337
2016-09-19,-0.003890990959503367
2016-09-20,0.014423349333919038
2016-09-21,0.005120942882985293
2016-09-22,-0.001373455700359024
2016-09-23,0.004682871577876855
2016-09-26,0.02516976691766717
2016-09-27,0.02679805246525334
2016-09-28,0.0011525616337568956
2016-09-29,0.0022986273455933653
2016-09-30,0.013933305034067228
2016-10-03,-0.01032289866784685
2016-10-04,0.004484093517179496
2016-10-05,-4.8062322121614215e-05
2016-10-06,0.004241620004707275
2016-10-07,-0.010169618636856335
2016-10-10,-0.019555158855342477
2016-10-11,-0.025508379235036776
2016-10-12,-0.013705155722893263
2016-10-13,-0.005485884911286821
2016-10-14,-0.0034102609142482843
2016-10-17,0.024991783854732396
2016-10-18,0.014313454729508315
2016-10-19,-0.011773573438621985
2016-10-20,0.004669359926262827
2016-10-21,0.00463917913861754
2016-10-24,0.003299414796527816
2016-10-25,-0.002616077544831714
2016-10-26,-0.008111320222324523
2016-10-27,0.003988502174188303
2016-10-28,-0.013775061374116049
2016-10-31,0.014010221569186129
2016-11-01,-0.0003577064113572168
2016-11-02,-0.03355611042058541
2016-11-03,-0.003093092045080795
2016-11-04,-0.01850369284659763
2016-11-07,-0.0014318477005366608
2016-11-08,-0.007623795846173567
2016-11-09,0.0004375274960395965
2016-11-10,0.0018674101249123974
2016-11-11,0.009497389394636522
2016-11-14,-0.005715336082101187
2016-11-15,0.010396164417884974
2016-11-16,-0.00870099929547367
2016-11-17,-0.014048879650728499
2016-11-18,-0.004907642829219992
2016-11-21,0.003323083491873805
2016-11-22,-0.006015225796999263
2016-11-23,0.0036046248446895517
2016-11-24,-0.012137634453098898
2016-11-25,0.022537909837682033
2016-11-28,0.003942684706431621
2016-11-29,0.024499002794603122
2016-11-30,0.018387075668471864
2016-12-01,-0.017614158151123382
2016-12-02,-0.011623077958643516
2016-12-05,0.008748329517808037
2016-12-06,0.018479114664095506
2016-12-07,0.03639303064490271
2016-12-08,0.0065480892972275065
2016-12-09,-0.0312504966324401
2016-12-12,-0.0057734069631922135
2016-12-13,0.006749290840650022
2016-12-14,-0.006156109314928018
2016-12-15,-0.019401701340104806
2016-12-16,0.0032621373856933727
